1,8733,2302734,1,2,1,1,4425
1,9433,2302777,1,2,1,2,4550
1,9916,2307692,1,2,1,3,4407
1,10117,2310501,1,2,1,4,4472
1,9577,2317733,1,2,1,5,4498
1,10199,2329595,1,2,1,6,4599
1,10474,2343529,1,2,1,7,4490
1,10516,2371941,1,2,1,8,4492
1,10924,2392116,1,2,1,9,4618
1,11519,2412687,1,2,1,10,4668
1,11398,2427096,1,2,1,11,95
1,131,2293259,1,2,2,1,91
1,147,2302777,1,2,2,2,99
1,144,2307692,1,2,2,3,100
1,138,2310501,1,2,2,4,91
1,132,2317733,1,2,2,5,95
1,142,2329595,1,2,2,6,85
1,137,2343529,1,2,2,7,93
1,161,2371941,1,2,2,8,113
1,146,2392116,1,2,2,9,111
1,171,2412687,1,2,2,10,120
1,158,2427096,1,2,2,11,63
1,237,2293259,1,2,3,1,96
1,237,2302777,1,2,3,2,84
1,232,2307692,1,2,3,3,77
1,261,2310501,1,2,3,4,74
1,204,2317733,1,2,3,5,76
1,199,2329595,1,2,3,6,92
1,196,2343529,1,2,3,7,72
1,199,2371941,1,2,3,8,83
1,237,2392116,1,2,3,9,82
1,196,2412687,1,2,3,10,76
1,227,2427096,1,2,3,11,452
1,1102,2293259,1,2,4,1,420
1,1152,2302777,1,2,4,2,441
1,1116,2307692,1,2,4,3,411
1,1141,2310501,1,2,4,4,441
1,1117,2317733,1,2,4,5,428
1,1155,2329595,1,2,4,6,415
1,1189,2343529,1,2,4,7,463
1,1188,2371941,1,2,4,8,429
1,1171,2392116,1,2,4,9,480
1,1245,2412687,1,2,4,10,438
1,1145,2427096,1,2,4,11,115
1,438,2293259,1,2,5,1,92
1,433,2302777,1,2,5,2,97
1,430,2307692,1,2,5,3,101
1,391,2310501,1,2,5,4,103
1,457,2317733,1,2,5,5,102
1,456,2329595,1,2,5,6,95
1,474,2343529,1,2,5,7,83
1,507,2371941,1,2,5,8,98
1,527,2392116,1,2,5,9,114
1,549,2412687,1,2,5,10,106
1,540,2427096,1,2,5,11,43
1,43,2293259,1,2,6,1,38
1,55,2302777,1,2,6,2,52
1,51,2307692,1,2,6,3,40
1,52,2310501,1,2,6,4,41
1,49,2317733,1,2,6,5,42
1,40,2329595,1,2,6,6,28
1,63,2343529,1,2,6,7,38
1,48,2371941,1,2,6,8,32
1,45,2392116,1,2,6,9,33
1,31,2412687,1,2,6,10,37
